Band,Album,Genres,Score
Lizzard,Mesh Review,"Post-Metal, Progressive Rock",4.0
Devenial Verdict,Blessing of Despair Review,Death Metal,4.0
Adorior,Bleed on My Teeth Review,"Black Metal, Death Metal",4.0
Ripped to Shreds,Sanshi Review,Death Metal,4.0
Bewitcher,Spell Shock Review,"Black Metal, Speed Metal",4.0
Endonomos,Endonomos II – Enlightenment Review,Doom Metal,4.0
Glacial Tomb,Lightless Expanse Review,Death Metal,4.0
Oceans of Slumber,Where Gods Fear to Speak Review,"Black Metal, Death Metal, Doom Metal, Melodic Death Metal, Progressive Metal",4.0
40 Watt Sun,Little Weight Review,"Doom Metal, Not Metal, Shoegaze",4.0
Sidewinder,Talons Review,"Doom Metal, Stoner Metal",4.0
Mamaleek,Vida Blue Review,"Blues, Noise Rock, post-punk, Progressive Rock",4.0
Modern Rites,Endless Review,"Atmospheric Black Metal, Black Metal, Melodic Black Metal",4.0
Amiensus,Reclamation Pt. II Review,"Black Metal, Melodic Black Metal, Progressive Metal",4.0
Anciients,Beyond the Reach of the Sun Review,"Progressive Death, Progressive Metal",4.0
Kingcrow,Hopium Review,Progressive Metal,4.0
Vomitrot,Emetic Imprecations Review,"Black Metal, Death Metal",4.0
Dawn Treader,Bloom & Decay Review,Black Metal,4.0
Fleshgod Apocalypse,Opera Review,Death Metal,4.0
Spectral Wound,Songs of Blood and Mire Review,"Black Metal, Melodic Black Metal",4.0
Evilyn,Mondestrunken Review,"Death Metal, Technical Death Metal",4.0
Oxygen Destroyer,Guardian of the Universe Review,"Death Metal, Thrash Metal",4.0
Assemble the Chariots,Unyielding Night Review,"Blackened Death Metal, Deathcore",4.0
Inner Strength,Daydreaming in Moonlight Review,Progressive Metal,4.0
Void Witch,Horripilating Presence Review,"Death Doom, Death Metal, Doom Metal",4.0
Ironflame,Kingdom Torn Asunder Review,Heavy Metal,4.0
Seth,La France des Maudits Review,"Black Metal, Melodic Black Metal",4.0
Nyktophobia,To The Stars Review,Melodic Death Metal,4.0
Limbes,Liernes Review,"Atmospheric Black Metal, Black Metal, Noise",4.0
Crystal Viper,The Silver Key Review,"Heavy Metal, Power Metal",4.0
Noxis,Violence Inherent in the System Review,Death Metal,4.0
Alcest,Les Chants De L’Aurore Review,"Black Metal, Post-Metal, Shoegaze",4.0
Sumac,The Healer Review,"Drone, Electronica, Noise, Post-Metal, Sludge",4.0
Apes,Penitence Review,"Atmospheric Black Metal, Black Metal, Crust Punk, Noise, Slam",4.0
Crypt Sermon,The Stygian Rose Review,"Doom Metal, Heavy Metal",4.0
Dysrhythmia,Coffin of Conviction Review,"Instrumental Metal, Progressive Metal, Progressive Rock",4.0
Thou,Umbilical Review,"Doom Metal, Hardcore, Sludge",4.0
Haunted Plasma,I Review,Not Metal,4.0
Beaten to Death,Sunrise over Rigor Mortis Review,"Grind, Punk",4.0
Warlord,Free Spirit Soar Review,Heavy Metal,4.0
Aquilus,Bellum II Review,"Atmospheric Black Metal, Black Metal, Symphonic Metal",4.0
Full of Hell,Coagulated Bliss Review,"Grind, Noise Rock, Sludge",4.0
Blaze of Perdition,Upharsin Review,Black Metal,4.0
Inter Arma,New Heaven Review,"Death Metal, Progressive Metal, Sludge",4.0
The Vision Bleak,Weird Tales Review,Gothic Metal,4.0
Sleepytime Gorilla Museum,Of the Last Human Being Review,,4.0
Keygen Church,Nel Nome Del Codice Review,"Electronic Metal, Synthwave",4.0
Deception,Daenacteh Review,"Melodic Death Metal, Technical Death Metal",4.0
Aborted,Vault of Horrors Review,Death Metal,4.0
Sacrificial Vein,Black Terror Genesis Review,"Atmospheric Black Metal, Black Metal",4.0
Hecatoncheir,Nightmare Utopia Review,"Black Metal, Blackened Death Metal, Death Metal, Doom Metal, Sludge Metal",4.0
Misotheist,Vessels by Which the Devil is Made Flesh Review,Black Metal,4.0
Necrophobic,In the Twilight Grey Review,"Black Metal, Death Metal",4.0
Suldusk,Anthesis Review,"Atmospheric Black Metal, Black Metal, Folk, Neofolk",4.0
Stygian Crown,Funeral for a King Review,Doom Metal,4.0
Borknagar,Fall Review,"Black Metal, Folk Metal, Progressive Metal, Viking Metal",4.0
Counting Hours,The Wishing Tomb Review,"Death Metal, Doom Metal",4.0
Ihsahn,Ihsahn (Studio version) Review,"Black Metal, Classical, Progressive Metal, Symphonic Metal",4.0
Dissimulator,Lower Form Resistance Review,Thrash Metal,4.0
Necrowretch,Swords of Dajjal Review,"Black Metal, Blackened Death Metal, Death Metal",4.0
Mega Colossus,Showdown Review,"Heavy Metal, Power Metal",4.0
Madder Mortem,"Old Eyes, New Heart Review","Alternative Metal, Gothic Metal, Progressive Metal",4.0
Vitriol,Suffer & Become Review,"Blackened Death Metal, Death Metal, Technical Death Metal",4.0
Genus Ordinis Dei,The Beginning Review,"Death Metal, Symphonic Metal",4.0
Jarhead Fertilizer,Carceral Warfare Review,"Death Metal, Grind, Hardcore, Powerviolence",4.0
Phobocosm,Foreordained Review,Death Metal,4.0
Walking Corpse,"Our Hands, Your Throat Review","Grind, Hardcore, Noise, Sludge",4.0
Mephorash,Krystl-Ah Review,Black Metal,4.0
Night Crowned,Tales Review,"Black Metal, Blackened Death Metal, Death Metal, Symphonic Metal",4.0
Thragedium,Lisboa Depois De Morta Review,Neofolk,4.0
Carnation,Cursed Mortality Review,Death Metal,4.0
BRIQUEVILLE,IIII Review,"Avant-Garde, Doom Metal, Drone, Electronica, Instrumental Metal, Post-Metal",4.0
Amalekim,Avodah Zarah Review,"Black Metal, Melodic Black Metal",4.0
Xoth,Exogalactic Review,"Black Metal, Death Metal, Technical Death Metal, Thrash Metal",4.0
Warcrab,The Howling Silence Review,"Death Metal, Doom Metal, Sludge",4.0
Wayfarer,American Gothic Review,Black Metal,4.0
Vertebra Atlantis,A Dialogue with the Eeriest Sublime Review,"Atmospheric Black Metal, Black Metal, Death Metal",4.0
Gravesend,Gowanus Death Stomp Review,"Death Metal, Grind",4.0
Vanishing Kids,Miracle of Death Review,"Doom Metal, Shoegaze",4.0
Mānbryne,Interregnum: O Próbie Wiary i Jarzmie Zwątpienia Review,Black Metal,4.0
Rorcal,Silence Review,"Black Metal, Doom Metal, Industrial Metal, Post-Hardcore, Post-Metal, Sludge Metal",4.0
Disguised Malignance,Entering the Gateways Review,Death Metal,4.0
Omnivortex,Circulate Review,"Blackened Death Metal, Death Metal, Technical Death Metal",4.0
Ashbringer,We Came Here to Grieve Review,"Atmospheric Black Metal, Noise, Post-Metal, Sludge",4.0
Sylosis,A Sign of Things To Come Review,"Metalcore, Thrash Metal",4.0
Tomb Mold,The Enduring Spirit Review,Death Metal,4.0
Gridlink,Coronet Juniper Review,Grind,4.0
Sodomisery,Mazzaroth Review,"Black Metal, Death Metal, Melodic Death Metal",4.0
VAK,The Islands Review,"Noise, Progressive Metal, Sludge Metal",4.0
Horrendous,Ontological Mysterium Review,"Death Metal, Progressive Death, Progressive Metal",4.0
Crypta,Shades of Sorrow Review,"Death Metal, Thrash Metal",4.0
Tongues,Forml​ø​se Stjerner Review,"Black Metal, Death Metal, Gothic Metal",4.0
Mutoid Man,Mutants Review,"Hard Rock, Hardcore, Heavy Metal, Noise Rock, Progressive Metal, Punk",4.0
Porta Nigra,Weltende Review,"Atmospheric Black Metal, Black Metal, Progressive Metal",4.0
Calligram,Position | Momentum Review,"Black Metal, Crust Punk, Punk, Sludge Metal",4.0
Somnuri,Desiderium Review,"Hardcore, Sludge",4.0
Aetherian,At Storm’s Edge Review,Melodic Death Metal,4.0
Outer Heaven,Infinite Psychic Depths Review,Death Metal,4.0
Blackbraid,Blackbraid II Review,Black Metal,4.0
Vulture Industries,Ghosts from the Past Review,Progressive Metal,4.0
Saturnus,The Storm Within Review,"Death Metal, Doom Metal",4.0
Thantifaxath,Hive Mind Narcosis Review,Black Metal,4.0
Non Est Deus,Legacy Review,"Atmospheric Black Metal, Black Metal, Melodic Black Metal",4.0
Cattle Decapitation,Terrasite Review,"Death Metal, Melodic Death Metal",4.0
Hasard,Malivore Review,Black Metal,4.0
Nightmarer,Deformity Adrift Review,"Death Metal, Industrial Metal",4.0
Enforced,War Remains Review,"Hardcore, Thrash Metal",4.0
Fires in the Distance,Air Not Meant for Us Review,Melodic Death Metal,4.0
Tanith,Voyage Review,Heavy Metal,4.0
Angus McSix,Angus McSix and the Sword of Power Review,,4.0
Altari,Kröflueldar Review,"Black Metal, Psychedelic Rock",4.0
Milanku,À l’aube Review,"Ambient Metal, Post-Metal",4.0
Hellish Form,Deathless Review,"Funeral Doom, Sludge",4.0
Raider,Trial by Chaos Review,"Death Metal, Thrash Metal",4.0
Aara,Triade III: Nyx Review,Black Metal,4.0
Anareta,Fear Not Review,"Black Metal, Doom Metal, Gothic Metal",4.0
Asystole,Siren to Blight Review,,4.0
Omnicidal,The Omnicidalist Review,Death Metal,4.0
Shores of Null,The Loss of Beauty Review,"Death Metal, Doom Metal",4.0
Downfall of Gaia,Silhouettes of Disgust Review,"Atmospheric Black Metal, Crust Punk, Post-Hardcore, Post-Metal",4.0
Gorod,The Orb Review,"Death Metal, Technical Death Metal",4.0
The Vagaband,Beautiful World Review,"Blues, Folk, Non-metal Metal Things",4.0
Frozen Crown,Call of the North Review,Power Metal,4.0
God Disease,Apocalyptic Doom Review,"Death Doom, Death Metal, Doom Metal",4.0
Isole,Anesidora Review,Doom Metal,4.0
Ascension,Under the Veil of Madness Review,Power Metal,4.0
Big|Brave,Nature Morte Review,"Drone, Noise, Post-Metal",4.0
Ulthar,Anthronomicon Review,"Black Metal, Death Metal",4.0
Carnosus,Visions of Infinihility Review,Technical Death Metal,4.0
Oak,Disintegrate Review,"Black Metal, Doom Metal",4.0
Frozen Dawn,The Decline of the Enlightened Gods Review,Melodic Black Metal,4.0
Bizarrekult,Den Tapte Krigen Review,Black Metal,4.0
Anachronism,Meanders Review,"Death Metal, Progressive Metal, Technical Death Metal",4.0
Faithxtractor,Contempt for a Failed Dimension Review,Death Metal,4.0
Tribunal,The Weight of Remembrance Review,Doom Metal,4.0
Sacrilegion,From Which Nightmares Crawl Review,Death Metal,4.0
Woods of Desolation,The Falling Tide Review,"Atmospheric Black Metal, Post-Metal",4.0
Hammers of Misfortune,Overtaker Review,"Heavy Metal, Progressive Metal, Progressive Rock, Thrash Metal",4.0
Judicator,The Majesty of Decay Review,"Heavy Metal, Power Metal, Progressive Metal",4.0
Kampfar,Til Klovers Takt Review,,4.0
Black Cross Hotel,Hex Review,"Industrial Metal, Punk",4.0
Devenial Verdict,Ash Blind Review,,4.0
O.R.k.,Screamnasium Review,Progressive Metal,4.0
Daeva,Through Sheer Will and Black Magic Review,"Black Metal, Speed Metal, Thrash Metal",4.0
Firtan,Marter Review,"Black Metal, Melodic Black Metal",4.0
De Profundis,The Corruption of Virtue,"Death Metal, Melodic Death Metal, Technical Death Metal",4.0
Borealis,Illusions Review,"Melodic Metal, Power Metal",4.0
Ellende,Ellenbogengesellschaft Review,"Black Metal, Post-Metal",4.0
ColdWorld,Isolation Review,"Ambient Metal, Black Metal",4.0
Darkest Era,Wither on the Vine Review,"Black Metal, Doom Metal, Viking Metal",4.0
Strigoi,Viscera Review,"Death Metal, Doom Metal, Grind",4.0
Autopsy,Morbidity Triumphant Review,Death Metal,4.0
KEN mode,NULL Review,"Hardcore, Noise, Noise Rock, Sludge Metal",4.0
Praise the Sun,The Proffer of Light Review,Melodic Death Metal,4.0
Epoch of Unlight,At War with the Multiverse Review,"Black Metal, Death Metal, Melodic Death Metal, Thrash Metal",4.0
An Abstract Illusion,Woe Review,"Progressive Death, Progressive Metal",4.0
King Buffalo,Regenerator Review,"Psychedelic Rock, Stoner Metal",4.0
Trial,Feed the Fire Review,"Heavy Metal, NWOBHM",4.0
Revocation,Netherheaven Review,"Death Metal, Technical Death Metal",4.0
Aeternam,Heir of the Rising Sun Review,"Death Metal, Folk Metal, Symphonic Metal",4.0
Becoming the Archetype,Children of the Great Extinction Review,"Death Metal, Metalcore, Progressive Metal",4.0
Abest,Molten Husk Review,"Ambient Metal, Black Metal, Hardcore, Post-Metal",4.0
Hell Fire,Reckoning Review,"Heavy Metal, NWOBHM, Speed Metal, Thrash Metal",4.0
Toxik,Dis Morta Review,"Progressive Metal, Thrash Metal",4.0
Liminal Shroud,All Virtues Ablaze Review,Atmospheric Black Metal,4.0
Chat Pile,God’s Country Review,"Noise, Noise Rock, Sludge",4.0
Grima,Frostbitten Review,"Atmospheric Black Metal, Black Metal",4.0
Ashenspire,Hostile Architecture Review,"Black Metal, Post-Metal, Progressive Metal",4.0
Ironflame,Where Madness Dwells Review,Heavy Metal,4.0
Inexorum,Equinox Vigil Review,"Black Metal, Melodic Black Metal",4.0
White Ward,False Light Review,"Black Metal, Gothic Metal, Melodic Black Metal",4.0
Esoctrilihum,Consecration of the Spiritüs Flesh Review,"Black Metal, Blackened Death Metal, Death Metal",4.0
Alex Nunziati,Il Mangiatore di Peccati Review,"Gothic Metal, Heavy Metal",4.0
Circle of Silence,Walk Through Hell Review,"Heavy Metal, Power Metal",4.0
Luminous Vault,Animate the Emptiness Review,"Black Metal, Death Metal, Electronic, Electronic Metal",4.0
Moon Tooth,Phototroph Review,"Hard Rock, Progressive Metal, Progressive Rock",4.0
Vital Spirit,"Still As the Night, Cold As the Wind Review",Black Metal,4.0
Wachenfeldt,Faustian Reawakening Review,"Black Metal, Blackened Death Metal, Death Metal, Thrash Metal",4.0
Novarupta,Carrion Movements Review,"Instrumental Metal, Post-Metal",4.0
Undeath,It’s Time… to Rise from the Grave Review,Death Metal,4.0
Urferd,Resan Review,"Neofolk, Not Metal",4.0
Nightfell,Never Comes the Storm Review,"Death Metal, Doom Metal",4.0
Marrasmieli,Martaiden Mailta Review,,4.0
GGGOLDDD,This Shame Should Not Be Mine Review,Alternative Metal,4.0
Mares of Thrace,The Exile Review,"Doom Metal, Noise, Progressive Metal, Sludge",4.0
Satan,Earth Infernal Review,"Heavy Metal, NWOBHM",4.0
Astral Tomb,Soulgazer Review,,4.0
Grand Harvest,Consummatum Est Review,"Death Metal, Doom Metal",4.0
Kvaen,The Great Below Review,"Black Metal, Speed Metal, Thrash Metal, Viking Metal",4.0
Aeviterne,The Ailing Facade Review,"Blackened Death Metal, Death Metal, Post-Metal",4.0
Idol of Fear,Trespasser Review,"Black Metal, Doom Metal, Post-Metal",4.0
Pillaging Villagers,Pillaging Villagers Review,"Folk Metal, Thrash Metal",4.0
Midnight,Let There Be Witchery Review,"Black Metal, Speed Metal, Thrash Metal",4.0
Hath,All that Was Promised Review,"Black Metal, Blackened Death Metal, Death Metal, Melodic Death Metal",4.0
Pure Wrath,Hymn to the Woeful Hearts Review,Atmospheric Black Metal,4.0
Immolation,Acts of God Review,Death Metal,4.0
The Devils of Loudun,Escaping Eternity Review,"Death Metal, Melodic Death Metal, Symphonic Metal",4.0
Amorphis,Halo Review,,4.0
Vorga,Striving Toward Oblivion Review,"Black Metal, Melodic Black Metal",4.0
Trenches,Reckoner Review,"Hardcore, Metalcore, Post-Metal, Sludge Metal",4.0
Aethereus,Leiden Review,"Death Metal, Progressive Metal, Technical Death Metal",4.0
Mega Colossus,Riptime Review,"Heavy Metal, Power Metal",4.0
Ethereal Shroud,Trisagion Review,"Atmospheric Black Metal, Black Metal, Doom Metal, Melodic Black Metal",4.0
Memory Garden,1349 Review,"Doom Metal, Heavy Metal",4.0
Dormant Ordeal,The Grand Scheme of Things Review,"Death Metal, Technical Death Metal",4.0
Opera Diabolicus,Death on a Pale Horse Review,"Gothic Metal, Heavy Metal",4.0
In Mourning,The Bleeding Veil Review,"Death Metal, Melodic Death Metal, Melodic Metal, Post-Metal",4.0
Tower,Shock to the System Review,"Heavy Metal, Speed Metal",4.0
The Temple,The Temple Review,"Black Metal, Blackened Death Metal, Death Metal, Doom Metal",4.0
Stormkeep,Tales of Othertime Review,Melodic Black Metal,4.0
Obscura,A Valediction Review,"Death Metal, Melodic Death Metal, Technical Death Metal",4.0
Black Soul Horde,Horrors from the Void Review,"Epic Metal, Heavy Metal",4.0
Outre-Tombe,Abysse Mortifère Review,Death Metal,4.0
Mortiferum,Preserved in Torment Review,"Death Metal, Doom Metal",4.0
Churchburn,Genocidal Rite Review,Doom Metal,4.0
Mystras,Empires Vanquished and Dismantled Review,"Black Metal, Folk",4.0
Glassing,Twin Dream Review,"Black Metal, Doom Metal, Noise Rock, Post-Hardcore, Post-Metal, Shoegaze, Sludge Metal",4.0
Sunless,Ylem Review,"Death Metal, Experimental Metal, Progressive Death",4.0
Zornheym,The Zornheim Sleep Experiment Review,"Black Metal, Death Metal, Melodic Black Metal, Melodic Death Metal, Symphonic Metal",4.0
Knife,Knife Review,"Black Metal, Heavy Metal, Speed Metal",4.0
Green Lung,Black Harvest Review,"Hard Rock, Stoner Rock",4.0
WORM,Foreverglade Review,"Death Doom, Death Metal, Doom Metal, Funeral Doom",4.0
The Silver,Ward of Roses Review,"Black Metal, Doom Metal, Post-Metal, Progressive Metal",4.0
Noltem,Illusions in the Wake Review,Melodic Black Metal,4.0
Franklin Zoo,The Dandelion Child Review,Progressive Metal,4.0
Duel,In Carne Persona Review,"Doom Metal, Hard Rock, Heavy Metal, Stoner Metal",4.0
Seven Spires,Gods of Debauchery Review,,4.0
Brainstorm,Wall of Skulls Review,Heavy Metal,4.0
Beyond Grace,Our Kingdom Undone Review,Death Metal,4.0
Headshrinker,Callous Indifference Review,"Death Metal, Doom Metal",4.0
Osi and the Jupiter,Stave Review,Folk,4.0
Diskord,Degenerations Review,"Death Metal, Experimental Metal, Progressive Metal",4.0
Musk Ox,Inheritance Review,Folk,4.0
Polemicist,Return of the Sophist Review,"Black Metal, Death Metal",4.0
Alustrium,A Monument to Silence Review,"Death Metal, Progressive Death, Progressive Metal, Technical Death Metal",4.0
Diabolizer,Khalkedonian Death Review,Death Metal,4.0
Thy Catafalque,Vadak Review,,4.0
Son of Sam,And the Monster Awoke… Review,"Heavy Metal, Melodic Death Metal",4.0
King Buffalo,The Burden of Restlessness Review,"Progressive Metal, Stoner Metal",4.0
Somnuri,Nefarious Wave Review,Sludge,4.0
Boss Keloid,Family the Smiling Thrush Review,"Progressive Metal, Stoner Rock",4.0
Silver Talon,Decadence and Decay Review,,4.0
Mental Cruelty,A Hill to Die Upon Review,"Black Metal, Deathcore, Melodic Black Metal, Slam",4.0
VOLA,Witness Review,"Djent, Electronica, Progressive Metal",4.0
Seth,La Morsure du Christ Review,Black Metal,4.0
Subterranean Masquerade,Mountain Fever Review,"Folk Metal, Progressive Metal",4.0
Vokonis,Odyssey Review,"Doom Metal, Progressive Metal, Sludge Metal",4.0
Paysage d’Hiver,Geister Review,"Atmospheric Black Metal, Black Metal",4.0
Kauan,Ice Fleet Review,Post-Metal,4.0
Cryptosis,Bionic Swarm Review,"Black Metal, Progressive Metal, Symphonic Metal, Thrash Metal",4.0
Dvne,Etemen Ænka Review,"Progressive Metal, Sludge",4.0
Mare Cognitum,Solar Paroxysm Review,"Atmospheric Black Metal, Melodic Black Metal",4.0
Enforced,Kill Grid Review,"Hardcore, Thrash Metal",4.0
Stortregn,Impermanence Review,"Blackened Death Metal, Technical Death Metal",4.0
Pupil Slicer,Mirrors Review,"Ambient, Death Metal, Grind, Mathcore, Noise Rock, Post-Metal",4.0
Miasmata,Unlight: Songs of Earth and Atrophy Review,"Black Metal, Heavy Metal, Melodic Black Metal",4.0
Sepulcros,Vazio Review,,4.0
Wÿntër Ärvń,Abysses Review,Neofolk,4.0
Empyrium,Über den Sternen Review,"Black Metal, Folk Metal, Post-Metal",4.0
Iotunn,Access All Worlds Review,,4.0
Significant Point,Into the Storm Review,"Heavy Metal, Speed Metal",4.0
Suffering Hour,The Cyclic Reckoning Review,"Black Metal, Blackened Death Metal, Death Metal",4.0
Misotheist,For the Glory of Your Redeemer Review,Black Metal,4.0
The Ruins of Beverast,The Thule Grimoires Review,"Black Metal, Death Metal, Doom Metal",4.0
Soen,Imperial Vinyl Review,"Progressive Metal, Progressive Rock",4.0
Eximperitus­erqethh­zebib­šip­tugak­kath­šul­weliar­zaxułum,Šahrartu Review,"Death Metal, Technical Death Metal",4.0
